醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5931100270,千代田藥局,新北市淡水區學府路19號1樓,(02)26223185,0,40,2020/02/13 17:58:35
5931100305,璉恩藥局,新北市淡水區北新路131、133號,(02)26298454,1,59,2020/02/13 17:58:35
5931101419,淡水聯合藥局,新北市淡水區英專路94號2樓,(02)86317699,0,52,2020/02/13 17:58:35
5931101455,日揚藥局,新北市淡水區民族路30巷5號,(02)26242059,0,8,2020/02/13 17:58:35
5931101464,伯聯藥局,新北市淡水區清水街9－10號1樓,(02)26255847,0,146,2020/02/13 17:58:35
5931101599,聖元社區藥局,新北市淡水區北新路117－3號1樓,(02)26263227,0,10,2020/02/13 17:58:35
5931101615,大忠聯合藥局,新北市淡水區大忠街113巷31號1樓,(02)26200021,0,96,2020/02/13 17:58:35
5931101624,北新藥局,新北市淡水區北新路182巷63號,(02)26293205,0,129,2020/02/13 17:58:35
5931101633,吉利安健保藥師藥局,新北市淡水區中山北路1段100號1樓,(02)26295693,18,76,2020/02/13 17:58:35
5931101642,吳光祥藥局,新北市淡水區中山路104號,(02)26213020,0,157,2020/02/13 17:58:35
5931101651,天文大藥局,新北市淡水區新春街136號,(02)86312050,0,16,2020/02/13 17:58:35
5931101668,長佑藥局,新北市淡水區新市一路3段36號,(02)26268560,0,78,2020/02/13 17:58:35
5931101704,聖天藥局,新北市淡水區重建街218號,(02)26215677,0,118,2020/02/13 17:58:35
5931101786,護鄰藥局,新北市淡水區油車里淡海路47號,(070)10009047,0,50,2020/02/13 17:58:35
5931101919,優德仕藥局,新北市淡水區新市一路3段103號,(02)26236573,6,28,2020/02/13 17:58:35
5931101937,文川藥局,新北市淡水區中山北路1段93號1樓,(02)86319033,0,104,2020/02/13 17:58:35
5931101955,伯宇藥局,新北市淡水區新春街103號－8,(02)26236006,0,44,2020/02/13 17:58:35
5931101973,良順藥局,新北市淡水區中山北路1段24號1樓,(02)26218111,0,109,2020/02/13 17:58:35
5931101991,淡水春天生活藥局,新北市淡水區中山北路1段49號,(02)26257059,0,80,2020/02/13 17:58:35
5931102014,池慶藥局,新北市淡水區中山北路2段5號1樓,(02)26238852,8,34,2020/02/13 17:58:35
5931102078,躍獅竹圍藥局,新北市淡水區民生路46號,(02)28090565,0,18,2020/02/13 17:58:35
5931102087,匯民藥局,新北市淡水區中山北路1段101號2樓,(02)26202620,0,140,2020/02/13 17:58:35
5931102096,池佑藥局,新北市淡水區民族路46號,(02)88093531,0,72,2020/02/13 17:58:35
5931102103,四季寶健保藥局,新北市淡水區新市一路3段117－1號（含夾層）,(02)26283199,0,6,2020/02/13 17:58:35
5931102167,天康大藥局,新北市淡水區學府路49號1樓,(02)26206517,4,2,2020/02/13 17:58:35
5931102176,淡水健康人生藥局,新北市淡水區清水街9－2號1樓,(02)26269679,10,100,2020/02/13 17:58:35
5931102229,貝比爾藥局,新北市淡水區中山北路1段171號1樓,(02)26261577,0,2,2020/02/13 17:58:35
5931102265,佳藥長照藥局,新北市淡水區學府路75號1樓,(02)26211321,0,80,2020/02/13 17:58:35
5931102274,淡水藥局,新北市淡水區中山路127號1、2樓,(02)86313663,0,178,2020/02/13 17:58:35
5931102292,佑全淡水淡金藥局,新北市淡水區淡金路55號、57號1樓,(02)26228040,0,36,2020/02/13 17:58:35
5931102318,躍獅學府藥局,新北市淡水區學府路77號（1樓）,(02)26295603,2,86,2020/02/13 17:58:35
5931110025,巧能藥局,新北市汐止區福德一路209號1樓,(02)26942858,0,68,2020/02/13 17:58:35
5931110034,麒豐藥局,新北市汐止區樟樹一路135巷2號,(02)26434737,1,11,2020/02/13 17:58:35
5931110070,德昌藥局,新北市汐止區中興路4號,(02)26423382,0,48,2020/02/13 17:58:35
5931110212,穎安中西大藥局,新北市汐止區樟樹一路135巷13號,(02)26412348,0,3,2020/02/13 17:58:35
5931110258,春德堂藥局,新北市汐止區新台五路1段220號,(02)26422048,200,138,2020/02/13 17:58:35
5931111540,再興藥局,新北市汐止區茄苳路37號,(02)86478860,0,137,2020/02/13 17:58:35
5931111568,湖前中西藥局,新北市汐止區湖前街45號1樓,(02)26925850,14,108,2020/02/13 17:58:35
5931111586,品康藥局,新北市汐止區湖前街47號1樓,(02)26954441,0,64,2020/02/13 17:58:35
5931111602,汐止中西大藥局,新北市汐止區中正路4號,(02)26411746,0,114,2020/02/13 17:58:35
5931111611,向日葵藥局,新北市汐止區大同路2段368號1樓,(02)26488877,0,155,2020/02/13 17:58:35
5931111719,青苗藥局,新北市汐止區忠孝東路242號1樓,(02)26413666,0,72,2020/02/13 17:58:35
5931111737,廣誠藥師藥局,新北市汐止區建成路22號1樓,(02)86916091,0,84,2020/02/13 17:58:35
5931111755,幸福藥局,新北市汐止區大同路2段332號1．2樓,(02)26490127,0,152,2020/02/13 17:58:35
5931111773,江北藥局,新北市汐止區汐萬路1段33號,(02)26918870,1,87,2020/02/13 17:58:35
5931111835,全家藥局,新北市汐止區明峰街143號1樓,(02)26954990,0,69,2020/02/13 17:58:35
5931111844,福恩藥師大藥局,新北市汐止區福德二路171之1號1樓,(02)26940835,2,0,2020/02/13 17:58:35
5931111915,康元中西綜合藥局,新北市汐止區大同路2段219號,(02)86923648,0,31,2020/02/13 17:58:35
5931111951,我家藥局,新北市汐止區中正路29號,(02)86910840,2,160,2020/02/13 17:58:35
5931112047,吉安康健保藥師藥局,新北市汐止區宜興街11號1樓,(02)26405881,0,126,2020/02/13 17:58:35
5931112083,裕和藥局,新北市汐止區宜興街4號1樓,(02)26609119,0,136,2020/02/13 17:58:35
5931112136,汐芷藥局,新北市汐止區福德一路255號,(02)26924087,16,8,2020/02/13 17:58:35
5931112145,汐止健康人生藥局,新北市汐止區忠孝東路269號,(02)86421820,0,88,2020/02/13 17:58:35
5931112181,青山藥局,新北市汐止區莊敬街127號1樓,(02)26907959,0,112,2020/02/13 17:58:35
5931112225,杏恩健保藥局,新北市汐止區仁愛路189號,(02)26435728,0,16,2020/02/13 17:58:35
5931112234,安泰藥局,新北市汐止區連興街114號1樓,(02)26488486,0,132,2020/02/13 17:58:35
5931112314,杏光藥局,新北市汐止區建成路59巷19號1樓,(02)26411340,0,100,2020/02/13 17:58:35
5931112341,躍獅尚揚藥局,新北市汐止區忠孝東路399號1樓,(02)86483158,0,50,2020/02/13 17:58:35
5931112369,汐止立欣藥局,新北市汐止區汐萬路二段249號1樓,(02)26464546,4,101,2020/02/13 17:58:35
5931112378,翔云大藥局,新北市汐止區祥雲街2號ㄧ1、1樓,(02)26463119,10,69,2020/02/13 17:58:35
5931112430,忠孝藥局,新北市汐止區忠孝東路321號1樓,(02)86910788,10,77,2020/02/13 17:58:35
5931112467,建忠藥局,新北市汐止區建成路37巷11號1樓,(02)26422101,0,5,2020/02/13 17:58:35
5931112494,長頸鹿藥局,新北市汐止區新台五路1段178號1樓,(02)26917810,45,16,2020/02/13 17:58:35
5931112510,汐興藥局,新北市汐止區中興路113號1樓、2樓,(02)26927733,4,1,2020/02/13 17:58:35
5931112609,健康晨光藥局,新北市汐止區大同路二段516號1樓,(02)26433111,0,178,2020/02/13 17:58:35
5931112636,佳恩藥局,新北市汐止區民族三街7之1號1樓,(02)26950714,0,12,2020/02/13 17:58:35
5931112645,健成藥局,新北市汐止區新興路20號1樓,(02)26428989,8,2,2020/02/13 17:58:35
5931112690,國升藥局,新北市汐止區建成路59巷1號1樓,(02)26419459,10,60,2020/02/13 17:58:35
5931112716,福多藥局,新北市汐止區福德二路60號1樓,(02)86933378,2,106,2020/02/13 17:58:35
5931112789,富康東科藥局,新北市汐止區新台五路1段96號Ｃ棟1樓Ｃ15號,(02)26969222,0,2,2020/02/13 17:58:35
5931112798,益嘉藥局,新北市汐止區忠孝東路241號2樓,(02)86423527,10,260,2020/02/13 17:58:35
5931112832,安忻藥局,新北市汐止區樟樹一路122之1號1樓,(02)26487309,0,11,2020/02/13 17:58:35
5931112850,躍獅大同藥局,新北市汐止區新興路7號1樓,(02)26418399,0,138,2020/02/13 17:58:35
5931112896,永清藥局,新北市汐止區中興路181之1號1樓,(02)26925037,3,92,2020/02/13 17:58:35
5931112912,富康藥局,新北市汐止區忠孝東路459號1樓,(02)86481302,0,98,2020/02/13 17:58:35
5931112921,明恩藥局,新北市汐止區明峰街179之1號1樓,(02)26923877,0,32,2020/02/13 17:58:35
5931112958,快樂藥局汐止店,新北市汐止區福德二路215號1樓,(02)26931390,0,48,2020/02/13 17:58:35
5931112994,汐止藥局,新北市汐止區福德二路70號1樓,(02)86932587,198,174,2020/02/13 17:58:35
5931113017,蒲公英藥局,新北市汐止區連興街126號1樓,(02)26907770,203,65,2020/02/13 17:58:35
5931113026,車站藥局,新北市汐止區忠孝東路247號1樓,(02)26919222,2,59,2020/02/13 17:58:35
5931120049,本平藥局,新北市瑞芳區瑞芳街45號,(02)24972167,4,204,2020/02/13 17:58:35
5931120156,瑞聯藥局,新北市瑞芳區明燈路3段11號,(02)24975852,0,102,2020/02/13 17:58:35
5931121224,千泰藥局,新北市瑞芳區中正路63－1號,(02)24966347,0,220,2020/02/13 17:58:35
5931121242,崇德藥局,新北市瑞芳區明燈路3段39－11號1樓,(02)24976051,0,104,2020/02/13 17:58:35
5931121279,大埔藥局,新北市瑞芳區大埔路128－3號1樓,(02)24587020,0,170,2020/02/13 17:58:35
5931121297,瑞芳東亞大藥局,新北市瑞芳區中正路84號,(02)24960179,4,100,2020/02/13 17:58:35
5931121304,揚明藥局,新北市瑞芳區民族街2號1樓,(02)24970925,2,118,2020/02/13 17:58:35
5931121377,瑞中藥局,新北市瑞芳區明燈路3段5－1號1樓,(02)24977879,0,122,2020/02/13 17:58:35
5931121386,瑞光藥局,新北市瑞芳區明燈路3段70號1樓,(02)24972070,2,164,2020/02/13 17:58:35
5931121402,瑞慶藥局,新北市瑞芳區大埔路130號,(02)24586386,0,146,2020/02/13 17:58:35
5931121411,長興堂藥局,新北市瑞芳區明燈路3段69號1樓,(02)24972050,0,172,2020/02/13 17:58:35
5931121420,永展藥局,新北市瑞芳區民權街6巷1之1號,(02)24960500,1,142,2020/02/13 17:58:35
5931121448,伊達藥局,新北市瑞芳區明燈路3段36號,(02)24969654,2,44,2020/02/13 17:58:35
5931130045,景紀大藥局,新北市土城區學成路34號,(02)22601403,0,114,2020/02/13 17:58:35
5931130152,博惠藥局,新北市土城區中央路1段249巷20號,(02)22618337,2,42,2020/02/13 17:58:35
5931130205,瑞益藥局,新北市土城區廣明街63巷4號,(02)89668598,0,118,2020/02/13 17:58:35
5931130214,崇愛藥局,新北市土城區永豐路17號,(02)22665506,0,85,2020/02/13 17:58:35
5931130223,久達藥局,新北市土城區中央路3段47號,(02)22696982,0,96,2020/02/13 17:58:35
5931130241,協成藥局,新北市土城區延吉街333號,(02)22653212,3,48,2020/02/13 17:58:35
5931130358,盛安大藥局,新北市土城區中央路1段258號,(02)22668525,16,39,2020/02/13 17:58:35
5931130394,一和藥局,新北市土城區中央路1段67之3號,(02)22631378,0,102,2020/02/13 17:58:35
5931130438,正仁藥局,新北市土城區中央路4段240號,(02)22682516,0,54,2020/02/13 17:58:35
5931130483,學安藥師藥局,新北市土城區學府路1段211號1樓,(02)22610565,2,6,2020/02/13 17:58:35
5931130545,恒生中西藥局,新北市土城區中央路2段170號,(02)22603485,0,154,2020/02/13 17:58:35
5931131579,祥安大藥局,新北市土城區立德路42－1號,(02)22629707,0,162,2020/02/13 17:58:35
5931131800,立康藥局,新北市土城區中央路2段238號2樓,(02)82617535,6,176,2020/02/13 17:58:35
5931131828,咸安藥局,新北市土城區明德路1段4號1樓,(02)22627434,0,108,2020/02/13 17:58:35
5931131864,學府實和藥局,新北市土城區學府路1段121號,(02)22612111,0,149,2020/02/13 17:58:35
5931131882,裕達藥局,新北市土城區延吉街171號,(02)22739328,6,60,2020/02/13 17:58:35
5931131908,璨鴻藥局,新北市土城區延和路191號,(02)82622588,0,72,2020/02/13 17:58:35
5931132110,元崇藥局,新北市土城區金城路3段176－1號2樓,(02)22643076,0,162,2020/02/13 17:58:35
5931132138,心中外藥局,新北市土城區中央路2段157號,(02)22603023,0,34,2020/02/13 17:58:35
5931132165,佳佳藥局,新北市土城區中央路2段223－9號2樓,(02)82614558,22,110,2020/02/13 17:58:35
5931132183,尚安藥師藥局,新北市土城區中央路2段223之3號1樓,(02)22647622,0,134,2020/02/13 17:58:35
5931132236,善淳藥師藥局,新北市土城區福仁街19號1樓、B1樓,(02)82627371,0,130,2020/02/13 17:58:35
5931132245,萬昌健保藥局,新北市土城區中央路4段160號,(02)22678057,38,146,2020/02/13 17:58:35
5931132263,立新藥局,新北市土城區光明街5號1樓,(02)82626111,0,56,2020/02/13 17:58:35
5931132272,富柏大藥局,新北市土城區水源街22號1樓,(02)82626815,4,66,2020/02/13 17:58:35
5931132334,家泰藥局,新北市土城區青雲路181號1、2樓,(02)22749490,0,56,2020/02/13 17:58:35
5931132343,誠安藥局,新北市土城區中央路4段36號1樓,(02)22677737,2,56,2020/02/13 17:58:35
5931132389,凱一藥局,新北市土城區裕民路92巷21弄8號1樓,(02)22707679,0,42,2020/02/13 17:58:35
5931132405,小倉藥局,新北市土城區青雲路190號1樓,(02)22744257,0,68,2020/02/13 17:58:35
5931132487,鄭家藥局,新北市土城區清水路127號1樓,(02)22640005,0,86,2020/02/13 17:58:35
5931132496,惠蒼藥局,新北市土城區中央路2段216號1樓,(02)22606812,0,108,2020/02/13 17:58:35
5931132521,儷生藥局,新北市土城區金城路2段390號1樓,(02)22609911,0,124,2020/02/13 17:58:35
5931132538,宏奇藥局,新北市土城區延吉街126號1樓,(02)82619585,1,148,2020/02/13 17:58:35
5931132576,佑安藥局,新北市土城區清水路334號2樓,(02)22643960,20,138,2020/02/13 17:58:35
5931132594,元蒼藥局,新北市土城區學府路1段69號1樓,(02)22733868,0,78,2020/02/13 17:58:35
5931132601,吉城大藥局,新北市土城區學府路1段205號1樓,(02)22626870,0,86,2020/02/13 17:58:35
5931132610,久安藥局,新北市土城區廣明街70號1樓,(02)89671097,0,80,2020/02/13 17:58:35
5931132629,育佳藥局,新北市土城區金城路2段242巷7號1樓,(02)22645692,0,64,2020/02/13 17:58:35
5931132647,舒民藥局,新北市土城區明德路1段35號2樓,(02)22748654,58,170,2020/02/13 17:58:35
5931132683,家庭藥師連鎖藥局,新北市土城區裕生路23號1樓,(02)22633601,100,64,2020/02/13 17:58:35
5931132727,順儷藥師藥局,新北市土城區延和路16之3號1樓,(02)22648655,0,76,2020/02/13 17:58:35
5931132736,大眾藥局,新北市土城區明峰街6巷1號,(02)22666057,0,126,2020/02/13 17:58:35
5931132781,德隆藥局,新北市土城區裕民路153號1樓,(02)22656056,0,97,2020/02/13 17:58:35
5931132807,健業藥局,新北市土城區中央路2段223－10號,(02)22704798,0,54,2020/02/13 17:58:35
5931132816,大康藥局,新北市土城區學府路1段72號2樓,(02)22738004,10,192,2020/02/13 17:58:35
5931132852,佳霖藥局,新北市土城區學府路1段170號1樓,(02)22641425,0,50,2020/02/13 17:58:35
5931132870,健群藥局,新北市土城區裕民路80號2樓,(02)22634747,4,57,2020/02/13 17:58:35
5931132914,健鼎藥局,新北市土城區學府路一段117號,(02)22633469,0,162,2020/02/13 17:58:35
5931132932,全家健康藥局,新北市土城區中央路4段288號,(02)22678143,200,180,2020/02/13 17:58:35
5931132950,美康藥妝藥局,新北市土城區延吉街254號1樓,(02)22616868,0,34,2020/02/13 17:58:35
5931133019,學府松藥局,新北市土城區學府路一段38號1、2樓,(02)82628665,1,55,2020/02/13 17:58:35
5931133037,國安健保藥局,新北市土城區延和路109號1樓,(02)22614933,2,126,2020/02/13 17:58:35
5931133064,城康藥局,新北市土城區中央路2段2號1、2樓,(02)22628171,0,48,2020/02/13 17:58:35
5931133108,三豐藥局,新北市土城區永豐路135巷8號,(02)22733766,1,64,2020/02/13 17:58:35
5931133126,成康藥局,新北市土城區學府路1段188號1樓,(02)22706596,4,20,2020/02/13 17:58:35
5931133135,順儷明德藥局,新北市土城區明德路2段139、141號1樓,(02)22644779,0,48,2020/02/13 17:58:35
5931133171,誠恩藥局,新北市土城區金城路3段137號1樓,(02)22665533,0,86,2020/02/13 17:58:35
5931133313,貓頭鷹藥妝藥局,新北市土城區中央路3段88號、90號1樓,(02)22695659,0,74,2020/02/13 17:58:35
5931133331,城安大藥局,新北市土城區金城路3段40號,(02)22646561,4,162,2020/02/13 17:58:35
5931133340,大欣藥局,新北市土城區裕民路251號,(02)22653208,0,124,2020/02/13 17:58:35
5931133359,麗膚藥局,新北市土城區金城路3段164號1樓,(02)22640600,0,174,2020/02/13 17:58:35
5931133377,優嘉藥師連鎖藥局,新北市土城區中央路二段117號1樓,(02)82629788,4,30,2020/02/13 17:58:35
5931133395,順儷金城藥局,新北市土城區金城路3段147號1樓,(02)22621590,0,99,2020/02/13 17:58:35
5931133439,志仁藥局,新北市土城區學府路1段102號1樓,(02)22737222,6,76,2020/02/13 17:58:35
5931133457,博盛健保藥局,新北市土城區立德路66號2樓,(02)22622331,3,70,2020/02/13 17:58:35
5931133466,土城金城藥局,新北市土城區裕民路280號1、2樓,(02)22631616,2,96,2020/02/13 17:58:35
5931133493,順儷學府藥局,新北市土城區學府路1段144巷2號1樓,(02)22701979,198,174,2020/02/13 17:58:35
5931133500,菩提藥局,新北市土城區延和路114號1樓,(02)22624866,14,146,2020/02/13 17:58:35
5931133528,中央藥局,新北市土城區中央路2段84、86號（1樓）,(02)22630345,202,174,2020/02/13 17:58:35
5931133537,裕生藥局,新北市土城區裕生路4號夾層樓,(02)22705661,6,128,2020/02/13 17:58:35
5931140096,華信藥局,新北市蘆洲區民族路154號1樓,(02)22898116,0,122,2020/02/13 17:58:35
5931140112,施藥局,新北市蘆洲區信義路230號,(02)22814624,0,98,2020/02/13 17:58:35
5931140121,大政藥局,新北市蘆洲區中山二路75號1樓,(02)22811126,0,72,2020/02/13 17:58:35
5931140130,欣泰藥局,新北市蘆洲區民族路407號,(02)22810177,0,67,2020/02/13 17:58:35
5931140158,全民藥局,新北市蘆洲區中山一路201、203號,(02)22837168,20,57,2020/02/13 17:58:35
5931140201,理方藥局,新北市蘆洲區長安街67號,(02)22830704,7,26,2020/02/13 17:58:35
5931140229,天士藥局,新北市蘆洲區中正路36號,(02)22818227,0,73,2020/02/13 17:58:35
5931140238,謚安中西藥局,新北市蘆洲區永平街6號,(02)22836375,0,19,2020/02/13 17:58:35
5931140318,慧安藥局,新北市蘆洲區長安街214號1樓,(02)28477845,6,0,2020/02/13 17:58:35
5931140372,上群藥師藥局,新北市蘆洲區民族路287號1樓,(02)22898275,3,107,2020/02/13 17:58:35
5931140416,松伯藥局,新北市蘆洲區中山二路2號,(02)82850852,6,119,2020/02/13 17:58:35
